identical,similar,new,deleted,simiScore
activity,cn.wps.moffice.main.local.appsetting.assistant.fileradar.classify.FileRadarHomeActivity,1,1,0
activity,cn.wps.moffice.main.scan.util.camera.CameraActivity,1,1,0
activity,cn.wps.moffice.main.cloud.process.rename.BatchRenameActivity,1,1,0
activity,cn.wps.moffice.common.feature.impl.OnlineDevicesActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.settingdetail.newui.SettingDetailActivityV2,1,1,0
activity,cn.wps.moffice.main.local.compress.CompressFileActivity,1,1,0
activity,cn.wps.moffice.share.groupshare.InviteMemberDialogActivity,1,1,0
activity,cn.wps.moffice.main.scan.main.ShortcutScanCameraActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.assistant.fileradar.classify.view.FileRadarUploadFailItemsActivity,1,1,0
activity,cn.wps.moffice.service.lite.work.exportpdf.ConvertPdfSecertWebViewActivity,1,1,0
activity,cn.wps.note.edit.ui.pic.photoview.PhotoViewActivity,1,1,0
activity,cn.wps.moffice.common.phonetic.PhoneticShorthandActivity,1,1,0
activity,cn.wps.moffice.main.select.phone.AllDocumentSelectActivity,1,1,0
activity,cn.wps.moffice.docer.picstore.ext.category.PicStoreCategoryActivity,1,1,0
activity,cn.wps.moffice.photoviewer.MultiPhotoViewerActivity,1,1,0
activity,cn.wps.moffice.common.download.DownloadCenterShellActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.QingLoginTransferActivity,1,1,0
activity,cn.wps.moffice.photoviewer.DrivePhotoViewerActivity,1,1,0
activity,cn.wps.moffice.main.local.home.HomeTransferFileActivity,1,1,0
activity,cn.wps.moffice.note.PermissionHandleActivity,1,1,0
activity,cn.wps.moffice.common.qing.cooperation.DocCoopActivity,1,1,0
activity,cn.wps.moffice.feedback.FeedbackVipActivity,1,1,0
activity,cn.wps.moffice.main.push.explore.PushTipsWebActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.MultipleImageToTextActivity,1,1,0
activity,cn.wps.moffice.main.select.phone.AllDocumentNewSelectActivity,1,1,0
activity,cn.wps.moffice.main.common.pdfeditor.core.PdfEditorActivity,1,1,0
activity,cn.wps.moffice.docer.cntemplate.activity.TemplateOccupationalLabelActivity,1,1,0
activity,cn.wps.moffice.main.push.util.PushPenetrateMsgRouterActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.SplicingPreViewActivity,1,1,0
activity,cn.wps.moffice.main.select.phone.BrowserFoldersSelectActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.DocScanGroupDetailActivity,1,1,0
activity,cn.wps.moffice.common.shareplay2.ThirdShareplayActivity,1,1,0
activity,cn.wps.moffice.deskshortcut.DeskShortcutEnterActivity,1,1,0
activity,cn.wps.moffice.main.local.home.phone.application.BatchSlimActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.collection.HelpLoginActivity,1,1,0
activity,cn.wps.moffice.foldermanager.CommonFolderActivity,1,1,0
activity,cn.wps.moffice.main.local.compress.T3rdOpenCompressFileActivity,1,1,0
activity,cn.wps.moffice.plugin.PluginHostBridgeActivity,1,1,0
activity,cn.wps.moffice.common.pictransfer.PicTransferTransparentActivity,1,1,0
activity,cn.wps.moffice.transfer.helper.ui.activity.TransferSettingActivity,1,1,0
activity,cn.wps.moffice.main.thirdapp.ThirdLoginActivity,1,1,0
activity,cn.wps.moffice.main.WPSCloudDocsOpenActivity,1,1,0
activity,cn.wps.moffice.main.fileselect.view.local.FileSelectorAppFolderActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.DocScanGroupListActivity,1,1,0
activity,cn.wps.moffice_eng.ddshare.DDShareActivity,1,1,0
activity,cn.wps.moffice.common.notifycenter.ext.common.NotifyClickDeliverActivity,1,1,0
activity,cn.wps.moffice.main.fileselect.multiselect.merger.AdjustMergeActivity,1,1,0
activity,cn.wps.note.edit.share.NoteShareActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.historyversion.HistoryVersionActivity,1,1,0
activity,cn.wps.moffice.main.local.home.phone.applicationv2.more.MoreAppActivity,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.Presentation20,1,1,0
activity,cn.wps.moffice.main.local.home.phone.applicationv2.setting.AppSettingActivity,1,1,0
activity,cn.wps.moffice.common.fixtip.HotFixForcedRebootTipActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.view.controler.group.home.activity.HomeGroupListActivity,1,1,0
activity,cn.wps.moffice.main.local.home.newui.unread.UnReadActivity,1,1,0
activity,cn.wps.moffice.common.notifycenter.ext.settings.NotifySettingAcitivity,1,1,0
activity,cn.wps.moffice.main.push.read.PushReadWebActivity,1,1,0
activity,cn.wps.moffice.main.local.assistant.ext.AssistantComponentActivity,1,1,0
activity,cn.wps.moffice.common.infoflow.internal.cards.commodityshow.CommodityShowActivity,1,1,0
activity,cn.wps.moffice.main.local.about.ReportActivity,1,1,0
activity,cn.wps.moffice.multiportupload.view.MultiPortUploadImageActivity,1,1,0
activity,cn.wps.moffice.main.sniffermonitorad.ui.TopFloatActivity,1,1,0
activity,cn.wps.moffice.main.push.splash.backkeysplash.BackKeyPhoneSplashActivity,1,1,0
activity,cn.wps.moffice.main.ad.complaint.AdComplaintActivity,1,1,0
activity,cn.wps.moffice.extlibs.line.LineLoginWebActivity,1,1,0
activity,cn.wps.moffice.main.sign.view.SignInkEditActivity,1,1,0
activity,cn.wps.moffice.share.groupshare.directcreateshareguide.DirectEnterShareFolderGuideActivity,1,1,0
activity,cn.wps.moffice.main.fileconvert.view.ConvertPreStartActivity,1,1,0
activity,cn.wps.moffice.main.msgcenter.view.MsgCenterListActivity,1,1,0
activity,cn.wps.moffice.common.remotecontrol.PhoneRemoteControllerActivity,1,1,0
activity,cn.wps.moffice.common.premium.MemberShipJumpPaySuccessActivity,1,1,0
activity,cn.wps.moffice.main.local.filebrowser.AllDocumentActivity,1,1,0
activity,cn.wps.widget.deeplink.AddWidgetActivity,1,1,0
activity,cn.wps.moffice.main.local.home.recoverry.DocumentRecovery,1,1,0
activity,cn.wps.moffice.main.PublicTestActivity,1,1,0
activity,cn.wps.moffice.main.local.home.filetransfer.OpenDriveFileActivity,1,1,0
activity,cn.wps.moffice.foldermanager.shortcut.FolderManagerActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.weboffice.OpenByWpsActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.warning.FileRoamingWarningActivity,1,1,0
activity,cn.wps.moffice.main.cloud.storage.core.service.internal.dropbox.DropboxLoginTransferActivity,1,1,0
activity,cn.wps.moffice.common.shareplay.StartPcControlerActivity,1,1,0
activity,cn.wps.moffice.main.agreement.AgreementInterceptActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.FilterActivity,1,1,0
activity,cn.wps.moffice.main.local.home.feedback.FeedbackActivity,1,1,0
activity,cn.wps.moffice.main.local.cachefiles.CacheDocumentActivity,1,1,0
activity,cn.wps.moffice.extlibs.line.NewLineAuthenticationActivity,1,1,0
activity,cn.wps.moffice.main.local.filebrowser.recentfile.extdex.UnroamingFileActivity,1,1,0
activity,cn.wps.moffice.main.local.filebrowser.search.assistant.AssistantSearchActivity,1,1,0
activity,cn.wps.moffice.crash.CrashActivity,1,1,0
activity,cn.wps.moffice.main.local.filebrowser.search.home.appsearch.SearchAppActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.account.setting.JobShellActivity,1,1,0
activity,cn.wps.moffice.common.qing.update.UpdateActivity,1,1,0
activity,cn.wps.moffice.main.tabfiles.ui.BrowseMoreFilesActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.promotion.PromotionActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.account.setting.userinfo.address.AddressProvinceListViewActivity,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer11,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer10,1,1,0
activity,cn.wps.moffice.main.cloud.drive.sharefolder.sharelist.ShareFolderSaveActivity,1,1,0
activity,cn.wps.moffice.main.imgcompress.activity.ImageCompressActivity,1,1,0
activity,cn.wps.moffice.note.search.SearchActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.realname.RealNameIdentityActivity,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer15,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.account.setting.HobbiesShellActivity,1,1,0
activity,cn.wps.moffice.main.thirdparty.ui.ThirdpartyDispatcherActivity,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer14,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer13,1,1,0
activity,cn.wps.moffice.main.tbcode.ext.EmptyTransActivity,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer12,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer19,1,1,0
activity,cn.wps.moffice.foldermanager.shortcut.FolderManagerFindBigFileActivity,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer18,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer17,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer16,1,1,0
activity,cn.wps.moffice.main.scan.ui.PDFScanGroupDetailActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.WPSDriveGroupSettingActivity,1,1,0
activity,cn.wps.moffice.common.feature.impl.LoginDeviceListActivity,1,1,0
activity,cn.wps.moffice.main.push.service.JumpSDKActivity,1,1,0
activity,cn.wps.moffice.main.local.home.filetransfer.Transfer2PcIntroduceActivity,1,1,0
activity,cn.wps.moffice.func.pdf.view.H5TranslucentActivity,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer20,1,1,0
activity,cn.wps.moffice.main.imgcalling.activity.PcImgCallingActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.ext.cn.cmcc.BindNoPhoneNumberAfterLoginActivity,1,1,0
activity,com.tencent.connect.common.AssistActivity,1,1,0
activity,cn.wps.moffice.main.membershipshell.TaskShellActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.commonuse.WPSCommonUseActivity,1,1,0
activity,cn.wps.moffice.common.linkShare.linkmodify.CollaboratorListActivity,1,1,0
activity,cn.wps.moffice.main.local.home.filetransfer.TransferredFileListActivity,1,1,0
activity,cn.wps.moffice.main.local.fold.EmptyActivity,1,1,0
activity,com.mopub.common.MoPubBrowser,1,1,0
activity,cn.wps.moffice.main.local.appsetting.sandbox.RFileRadarListActivity,1,1,0
activity,cn.wps.moffice.main.local.filebrowser.generalfile.otherdex.GeneralFileActivity,1,1,0
activity,cn.wps.moffice.share.groupshare.createfolder.CreateFolderShareActivity,1,1,0
activity,cn.wps.moffice.main.local.assistant.ext.AssistantActivity,1,1,0
activity,cn.wps.note.edit.EditorActivity,1,1,0
activity,cn.wps.moffice.main.local.filebrowser.ShortcutAllDocumentActivity,1,1,0
activity,com.tencent.tauth.AuthActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadImagePreviewActivity,1,1,0
activity,cn.wps.moffice.main.common.promote.PDFPromoteActivity,1,1,0
activity,cn.wps.moffice.main.local.filebrowser.recentfile.extdex.RecentFileActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.settingdetail.SettingDetailActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.ext.cn.relate.RelateAccountActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.DistinguishResultActivity,1,1,0
activity,cn.wps.moffice.writer.shell.resume.preview.ResumePreviewActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadDocScanGroupDetailActivity,1,1,0
activity,cn.wps.moffice.main.cloud.share.MultiShareGuideActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.account.setting.AddressSettingShellActivity,1,1,0
activity,cn.wps.moffice.piceditor.PicEditorActivity,1,1,0
activity,cn.wps.moffice.common.funcrecommend.RecommendSettingActivity,1,1,0
activity,com.mopub.common.AdLoadingDialogActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.ext.cn.cmcc.BindNoPhoneNumberAfterRegisterActivity,1,1,0
activity,cn.wps.moffice.main.tv.PublicBrowserTVActivity,1,1,0
activity,cn.wps.moffice.main.StartPublicActivity,1,1,0
activity,cn.wps.moffice.main.cloud.storage.cser.clouddocs.eventactivity.EventActivity,1,1,0
activity,cn.wps.moffice.main.scan.api.ocr.PadImageToDocumentActivity,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer1,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer2,1,1,0
activity,cn.wps.moffice.main.scan.ui.PicConvertPreStartActivity,1,1,0
activity,com.sina.weibo.sdk.component.WeiboSdkBrowser,1,1,0
activity,cn.wps.moffice.main.AfterLoginActivity,1,1,0
activity,cn.wps.moffice.main.thirdparty.ui.ThirdpartyPDFToolsActivity,1,1,0
activity,cn.wps.moffice_eng.wxapi.WBEntryActivity,1,1,0
activity,cn.wps.moffice.main.local.home.phone.application.apps.pdftoolkit.PDFToolkitActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.assistant.WPSFileRadarSettingActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.update.CheckRoamingUpdaterActivity,1,1,0
activity,cn.wps.moffice.main.local.HomeRootActivity,1,1,0
activity,cn.wps.moffice.docer.search.material.MaterialSearchActivity,1,1,0
activity,cn.wps.moffice.main.NewDocAction,1,1,0
activity,cn.wps.moffice.main.scan.ui.ImagePreviewActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadDocScanGroupListActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.assistant.fileradar.FloatTipsActivity,1,1,0
activity,cn.wps.moffice.main.local.compress.DecompressPreviewLocalActivity,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer7,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer8,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer9,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer3,1,1,0
activity,cn.wps.moffice.main.cloud.drive.secretfolder.extlibs.SecretFolderFindPswdActivity,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer4,1,1,0
activity,cn.wps.moffice.common.selectpic.ui.SelectPicActivity,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer5,1,1,0
activity,cn.wps.moffice.writer.multiactivity.Writer6,1,1,0
activity,cn.wps.moffice.docer.picstore.ext.PicStoreRecentDownloadActivity,1,1,0
activity,com.xiaomi.account.openauth.AuthorizeActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.TxtTranslationActivity,1,1,0
activity,cn.wps.moffice.main.fileselect.FileSelectActivity,1,1,0
activity,cn.wps.moffice.main.local.home.OpenNewDocumentActivity,1,1,0
activity,cn.wps.moffice.AssistantActviity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.account.setting.JobTitleShellActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.ImageToTextActivity,1,1,0
activity,cn.wps.moffice.main.select.phone.WPSFileRadarFileItemsSelectActivity,1,1,0
activity,cn.wps.moffice.main.push.explore.IdPhotoWebActivity,1,1,0
activity,cn.wps.moffice.main.esignature.view.ESignatureActivity,1,1,0
activity,cn.wps.moffice.main.local.clearlocalfiles.ClearLocalFileActivity,1,1,0
activity,cn.wps.moffice.main.push.explore.PushTipsPortraitWebActivity,1,1,0
activity,cn.wps.moffice.main.tbcode.ext.EmptyActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadImageRecognizeActivity,1,1,0
activity,cn.wps.moffice.common.bridges.webview.KMOWebViewActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.social.OverseaSocialDetailActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.view.controler.addFolder.wechatsharefolder.WechatShareFolderBackGuideActivity,1,1,0
activity,com.mopub.mobileads.MraidActivity,1,1,0
activity,cn.wps.moffice.share.groupshare.sharefolderinviteguide.ShareFolderInviteGuideActivity,1,1,0
activity,cn.wps.moffice.common.premium.quickpayment.template.activity.TemplatePremiumActivity,1,1,0
activity,cn.wps.moffice.main.local.home.phone.v2.ext.compressedshare.CompressedFolderActivity,1,1,0
activity,cn.wps.moffice.main.local.home.NewFileActivity,1,1,0
activity,cn.wps.moffice.docer.picstore.ext.PicStorePreviewActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.authpc.AuthorPcPushLoginActivity,1,1,0
activity,cn.wps.moffice.main.thirdpay.pay.AliPayActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.applog.AppLogActivity,1,1,0
activity,cn.wps.moffice.main.local.assistant.ext.AssistantWebActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.company.OpenCompanySpecialActivity,1,1,0
activity,cn.wps.moffice.main.scan.util.camera.PreSelectpicActivity,1,1,0
activity,cn.wps.moffice.main.ad.video.AdVideoDetailsActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.ScanPreviewPicActivity,1,1,0
activity,cn.wps.moffice.common.shareplay2.SharePlayIndexActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadFilterActivity,1,1,0
activity,cn.wps.moffice.main.local.home.phone.application.NewGuideSelectActivity,1,1,0
activity,cn.wps.moffice.main.common.peripheral.autorename.RenameActivity,1,1,0
activity,cn.wps.moffice.wxapi.WXEntryActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.ext.cn.cmcc.BindCmccPhoneActivity,1,1,0
activity,cn.wps.moffice.common.tasklauncher.TaskLauncherActivity,1,1,0
activity,cn.wps.moffice.common.pictransfer.PicTransferActivity,1,1,0
activity,cn.wps.moffice.writer2c.table.fillform.UserTableActivity,1,1,0
activity,cn.wps.moffice.main.select.phone.OpenSelectActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadScanSelectPicActivity,1,1,0
activity,cn.wps.moffice.main.pdfhome.StartPDFHomeActivity,1,1,0
activity,cn.wps.moffice.main.cloud.storage.cser.clouddocs.padmenuactivity.GroupSettingActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.addmenu.bindwechat.AddFileBindWeChatActivity,1,1,0
activity,cn.wps.moffice.main.local.compress.DecompressPreviewCloudActivity,1,1,0
activity,cn.wps.moffice.share.groupshare.shareactivity.ShareFileActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.ext.cn.cmcc.IdentityOtherPhoneActivity,1,1,0
activity,cn.wps.moffice.main.local.home.phone.application.apps.pdftoolkit.PDFToolkitPopUpTranslucentAciivity,1,1,0
activity,cn.wps.moffice.main.local.home.phone.v2.ext.compressedshare.CompressBatchShareListActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.account.setting.wpsclouddoc.usage.CloudSpaceManageActivity,1,1,0
activity,cn.wps.moffice.main.local.SubEntryHomeRootActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadPreImageActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PreviewImgGalleryActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadTxtTranslationActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadScanPreviewPicActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.view.controler.group.home.web.HomeGroupBrowseWebActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.assistant.view.WPSFileRadarFileItemsActivity,1,1,0
activity,cn.wps.moffice.permission.PermissionHandleActivity,1,1,0
activity,cn.wps.moffice.main.local.home.forum.ForumHomeActivity,1,1,0
activity,cn.wps.moffice.common.clipimage.ClipImageActivity,1,1,0
activity,cn.wps.moffice.main.cloud.storage.core.service.internal.weiyun.extlibs.WeiyunLoginActivity,1,1,0
activity,cn.wps.moffice_eng.wxapi.WXEntryActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.ext.cn.cmcc.SecretOtherPhoneActivity,1,1,0
activity,cn.wps.moffice.main.membershipshell.ResumeAssistantShellActivity,1,1,0
activity,cn.wps.moffice.main.local.SubEntryActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.secretfolder.extlibs.OpenSecretFolderDriveActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.historyversion.list.HistoryVersionListActivity,1,1,0
activity,cn.wps.moffice.main.local.appsetting.assistant.fileradar.classify.view.FileRadarBackupSettingActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadEditActivity,1,1,0
activity,cn.wps.moffice.common.storage.lollip.GrantPermissionActivity,1,1,0
activity,cn.wps.moffice.main.integralwallsbase.RedeemResultActivity,1,1,0
activity,cn.wps.moffice.main.user.UserActivity,1,1,0
activity,cn.wps.moffice.main.local.assistant.ext.SearchAssistantActivity,1,1,0
activity,cn.wps.moffice.main.recoveryshell.RecoveryTipsActivity,1,1,0
activity,cn.wps.moffice.common.infoflow.internal.cards.video.SingleActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.view.controler.group.home.activity.HomeGroupActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.ext.cn.cmcc.HomeBindPhoneGuideActivity,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.Presentation9,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.Presentation8,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.Presentation7,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.Presentation6,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.Presentation5,1,1,0
activity,cn.wps.moffice.main.recovery.company.WPSRecoveryActivity,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.Presentation4,1,1,0
activity,cn.wps.moffice.docer.store.common.view.docerjs.DocerJimoWebViewActivity,1,1,0
activity,cn.wps.moffice.common.google.pay.PremiumNoInstallActivity,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.Presentation3,1,1,0
activity,cn.wps.moffice.transfer.helper.ui.activity.TransferDownloadActivity,1,1,0
activity,cn.wps.moffice.main.local.home.phone.application.SelectItemActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.view.controler.addFolder.wechatsharefolder.WechatShareFolderCreateActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.bind.ext.wechat.BindWechatGuideActivity,1,1,0
activity,cn.wps.moffice.note.edit.EditNoteActivity,1,1,0
activity,cn.wps.moffice.common.shareplay.StartThirdShareplayActivity,1,1,0
activity,cn.wps.moffice.note.main.NoteMainActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.OpenFolderDriveActivity,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.Presentation2,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.Presentation1,1,1,0
activity,com.xiaojinzi.component.support.ProxyIntentAct,1,1,0
activity,cn.wps.moffice.main.local.openplatform.impl.OpenPlatformActivity,1,1,0
activity,cn.wps.moffice.docer.material.MaterialMallActivity,1,1,0
activity,cn.wps.moffice.main.classroom.assignment.AssignmentActivity,1,1,0
activity,cn.wps.moffice.main.fileselect.FileSelect2Activity,1,1,0
activity,cn.wps.moffice.main.scan.splicing.ui.SplicingEditActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.sharefolder.sharelist.ShareFolderSendDialogActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PreImageActivity,1,1,0
activity,cn.wps.widget.newdocument.NewDocumengtTransitActivity,1,1,0
activity,cn.wps.moffice.main.shortcut.fastaccess.ChooseFastAccessActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.ext.cn.king.IdentityKingActivity,1,1,0
activity,cn.wps.moffice.main.local.filebrowser.BrowserFoldersActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.PadPDFScanGroupDetailActivity,1,1,0
activity,cn.wps.moffice.photoviewer.PhotoViewerActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.backup.ui.CloudBackupActivity,1,1,0
activity,cn.wps.moffice.main.fileselect.view.local.PhoneStorageFileSelectActivity,1,1,0
activity,com.mopub.mobileads.MoPubActivity,1,1,0
activity,cn.wps.moffice.main.local.home.newui.theme.ThemeActivity,1,1,0
activity,cn.wps.moffice.docer.picstore.PicStoreInsertCropActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.secretfolder.extlibs.SecretFolderGuideActivity,1,1,0
activity,cn.wps.moffice.writer2c.table.fillform.quickfill.FillTableActivity,1,1,0
activity,cn.wps.moffice.writer.shell.resume.selectphoto.SelectPhotoActivity,1,1,0
activity,cn.wps.moffice.common.google.pay.restore.MyRestoreListActivity,1,1,0
activity,cn.wps.moffice.main.local.home.phone.applicationv2.all.AllAppsActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.ext.cn.king.BindKingPhoneAfterLoginActivity,1,1,0
activity,cn.wps.moffice.main.local.home.PadHomeActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.view.controler.addFolder.sharefolderintroduce.ShareFolderUsageGuideActivity,1,1,0
activity,cn.wps.moffice.common.doc2web.extlibs.WebPublishActivity,1,1,0
activity,cn.wps.moffice.main.sniffer.active.FrontActiveActivity,1,1,0
activity,cn.wps.moffice.main.local.home.SubEntryPadHomeActivity,1,1,0
activity,cn.wps.moffice.main.flutter.StartFlutterPageLoadingActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.view.controler.addFolder.sharefoldermodule.ShareFolderModuleActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.secretfolder.extlibs.SecretFolderSettingActivity,1,1,0
activity,cn.wps.moffice.main.local.home.filetransfer.ReceiveFileFloatTipsActivity,1,1,0
activity,cn.wps.moffice.docer.cntemplate.activity.TemplateCompMallActivity,1,1,0
activity,cn.wps.moffice.community.push.CommunityPushActivity,1,1,0
activity,cn.wps.moffice.presentation.multiactivity.MultiPresentation,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.floatstyle.PhoneLoginFloatActivity,1,1,0
activity,cn.wps.moffice.main.local.openplatform.impl.OpenPlatformWebviewActivity,1,1,0
activity,cn.wps.moffice.main.scan.ui.ScanSelectPicActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.QingLoginActivity,1,1,0
activity,cn.wps.moffice.main.open.phone.OpenActivity,1,1,0
activity,cn.wps.moffice.main.local.HomeShortcutActivity,1,1,0
activity,cn.wps.moffice.main.fileselect.AddFileActivity,1,1,0
activity,cn.wps.moffice.main.select.phone.CloudStorageSelectActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.OpenDeviceFolderActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.web.WebWpsDriveActivity,1,1,0
activity,cn.wps.moffice.main.cloud.drive.WPSDriveGroupEventsActivity,1,1,0
activity,cn.wps.moffice.main.cloud.roaming.login.core.ext.cn.cmcc.CmccLoginActivity,1,1,0
activity,cn.wps.moffice.spreadsheet.multiactivity.Spreadsheet11,1,1,0
activity,cn.wps.moffice.spreadsheet.multiactivity.Spreadsheet10,1,1,0
activity,cn.wps.moffice.spreadsheet.multiactivity.Spreadsheet15,1,1,0
activity,cn.wps.moffice.spreadsheet.multiactivity.Spreadsheet14,1,1,0
activity,cn.wps.moffice.spreadsheet.multiactivity.Spreadsheet13,1,1,0
activity,cn.wps.moffice.main.select.phone.SCFolderSelectActivity,1,1,0
activity,cn.wps.moffice.main.foreignmembershipshell.coupon.MyCouponsActivity,1,1,0
activity,cn.wps.moffice.spreadsheet.multiactivity.Spreadsheet12,1,1,0
activity,cn.wps.moffice.documentmanager.PreStartActivity,1,1,0
activity,cn.wps.moffice.documentmanager.PreStartActivity2,1,1,0
activity,cn.wps.moffice.spreadsheet.multiactivity.Spreadsheet19,1,1,0
activity,cn.wps.moffice.spreadsheet.multiactivity.Spreadsheet18,1,1,0
activity,cn.wps.moffice.spreadsheet.multiactivity.Spreadsheet17,1,1,0
